Combos Taken,Mean Square Error,Absolute Error
"H-Index, Total Docs(2017), Total Docs(3 Years), Total Refs, Total Cites(3 Years)",1.7467378846408916,1.1884757588796886
"H-Index, Total Docs(2017), Total Docs(3 Years), Total Refs, Total Cites(3 Years), Ref/Doc",1.5685099606712707,1.1010159924280871
"H-Index, Total Docs(2017), Total Docs(3 Years), Total Refs, Total Cites(3 Years), Cites/Doc(2 Years)",0.12375541734595724,0.21988354914790667
"H-Index, Total Docs(2017), Total Docs(3 Years), Total Refs, Total Cites(3 Years), Cites/Doc(2 Years), Ref/Doc",0.11753460636455439,0.21385128950352317
"H-Index, Total Docs(2017), Total Docs(3 Years), Total Refs, Total Cites(3 Years), Citable Docs(3 Years)",1.7571693849854761,1.1889700874031877
"H-Index, Total Docs(2017), Total Docs(3 Years), Total Refs, Total Cites(3 Years), Citable Docs(3 Years), Ref/Doc",1.56480349815341,1.087319101050907
"H-Index, Total Docs(2017), Total Docs(3 Years), Total Refs, Total Cites(3 Years), Citable Docs(3 Years), Cites/Doc(2 Years)",0.1268879749255565,0.2238876097746268
"H-Index, Total Docs(2017), Total Docs(3 Years), Total Refs, Total Cites(3 Years), Citable Docs(3 Years), Cites/Doc(2 Years), Ref/Doc",0.12095899138338385,0.2167448403937773
SJR,0.5113698227284835,0.6412201970549841
"SJR, Ref/Doc",0.5115529813921018,0.6413065660816353
"SJR, Cites/Doc(2 Years)",0.10993896623829619,0.21093241669440935
"SJR, Cites/Doc(2 Years), Ref/Doc",0.09862416002173685,0.2013068494628611
"SJR, Citable Docs(3 Years)",0.4827429755065071,0.6180032370619843
"SJR, Citable Docs(3 Years), Ref/Doc",0.4814505813520567,0.617276636817608
"SJR, Citable Docs(3 Years), Cites/Doc(2 Years)",0.10684807488088624,0.21177397210916765
"SJR, Citable Docs(3 Years), Cites/Doc(2 Years), Ref/Doc",0.09707576000258397,0.20061734283314442
"SJR, Total Cites(3 Years)",0.4056610334033307,0.5672894877203222
"SJR, Total Cites(3 Years), Ref/Doc",0.4024468262409377,0.5649034883295276
"SJR, Total Cites(3 Years), Cites/Doc(2 Years)",0.10754978029897463,0.21002649274656862
"SJR, Total Cites(3 Years), Cites/Doc(2 Years), Ref/Doc",0.09708624374954092,0.2000997493284174
"SJR, Total Cites(3 Years), Citable Docs(3 Years)",0.589298889881593,0.6579439236639403
"SJR, Total Cites(3 Years), Citable Docs(3 Years), Ref/Doc",0.5904160028520835,0.656951725610585
"SJR, Total Cites(3 Years), Citable Docs(3 Years), Cites/Doc(2 Years)",0.1072518338606131,0.21024571256587712
"SJR, Total Cites(3 Years), Citable Docs(3 Years), Cites/Doc(2 Years), Ref/Doc",0.09680860278012941,0.20029775434888297
"SJR, Total Refs",0.4669323806339989,0.6127693374745904
"SJR, Total Refs, Ref/Doc",0.47029363268374164,0.6146913152038602
"SJR, Total Refs, Cites/Doc(2 Years)",0.10835255758589617,0.21051134674354385
"SJR, Total Refs, Cites/Doc(2 Years), Ref/Doc",0.09700583583821829,0.19960777062658921
"SJR, Total Refs, Citable Docs(3 Years)",0.46865984295799595,0.6115506123014836
"SJR, Total Refs, Citable Docs(3 Years), Ref/Doc",0.47056477056827223,0.6128345642819887
"SJR, Total Refs, Citable Docs(3 Years), Cites/Doc(2 Years)",0.1070144298986922,0.21154983453446866
"SJR, Total Refs, Citable Docs(3 Years), Cites/Doc(2 Years), Ref/Doc",0.09700893065818882,0.1996050589088274
"SJR, Total Refs, Total Cites(3 Years)",0.4134831387108567,0.5719490066034552
"SJR, Total Refs, Total Cites(3 Years), Ref/Doc",0.4078555268868083,0.5676574804983833
"SJR, Total Refs, Total Cites(3 Years), Cites/Doc(2 Years)",0.10748217621125054,0.2101214122409499
"SJR, Total Refs, Total Cites(3 Years), Cites/Doc(2 Years), Ref/Doc",0.09685248806116381,0.19957984063083054
"SJR, Total Refs, Total Cites(3 Years), Citable Docs(3 Years)",0.6224849311284201,0.6708777648204157
"SJR, Total Refs, Total Cites(3 Years), Citable Docs(3 Years), Ref/Doc",0.622419385062409,0.6707403722192529
"SJR, Total Refs, Total Cites(3 Years), Citable Docs(3 Years), Cites/Doc(2 Years)",0.10776037783917462,0.21000773064074466
"SJR, Total Refs, Total Cites(3 Years), Citable Docs(3 Years), Cites/Doc(2 Years), Ref/Doc",0.09717373792322455,0.19960802187336646
"SJR, Total Docs(3 Years)",0.4815624660273524,0.6167912939096934
"SJR, Total Docs(3 Years), Ref/Doc",0.4797260285903732,0.6157645606448146
"SJR, Total Docs(3 Years), Cites/Doc(2 Years)",0.10682688221213302,0.21182902895746067
"SJR, Total Docs(3 Years), Cites/Doc(2 Years), Ref/Doc",0.09721602034927737,0.20058140370503938
"SJR, Total Docs(3 Years), Citable Docs(3 Years)",0.5013145945350354,0.61664848568191
"SJR, Total Docs(3 Years), Citable Docs(3 Years), Ref/Doc",0.49166392980676626,0.6105453911651266
"SJR, Total Docs(3 Years), Citable Docs(3 Years), Cites/Doc(2 Years)",0.11078957321183994,0.21007800279750824
"SJR, Total Docs(3 Years), Citable Docs(3 Years), Cites/Doc(2 Years), Ref/Doc",0.1013537498329531,0.2010950877778595
"SJR, Total Docs(3 Years), Total Cites(3 Years)",0.5510482391689246,0.641349704449447
"SJR, Total Docs(3 Years), Total Cites(3 Years), Ref/Doc",0.5509802068090986,0.6404687472429406
"SJR, Total Docs(3 Years), Total Cites(3 Years), Cites/Doc(2 Years)",0.1066909953755297,0.2110732377417954
"SJR, Total Docs(3 Years), Total Cites(3 Years), Cites/Doc(2 Years), Ref/Doc",0.09710958342540868,0.20050260881154708
"SJR, Total Docs(3 Years), Total Cites(3 Years), Citable Docs(3 Years)",0.5399183165729532,0.6320659610183953
"SJR, Total Docs(3 Years), Total Cites(3 Years), Citable Docs(3 Years), Ref/Doc",0.54154342337738,0.6287091246880344
"SJR, Total Docs(3 Years), Total Cites(3 Years), Citable Docs(3 Years), Cites/Doc(2 Years)",0.11034693984692619,0.2104087720922951
"SJR, Total Docs(3 Years), Total Cites(3 Years), Citable Docs(3 Years), Cites/Doc(2 Years), Ref/Doc",0.10056625760811287,0.1990759209067006
"SJR, Total Docs(3 Years), Total Refs",0.47102811173318665,0.6107736573897932
"SJR, Total Docs(3 Years), Total Refs, Ref/Doc",0.4716867834911019,0.6111869815821167
"SJR, Total Docs(3 Years), Total Refs, Cites/Doc(2 Years)",0.10685392199554458,0.2117758469212185
"SJR, Total Docs(3 Years), Total Refs, Cites/Doc(2 Years), Ref/Doc",0.09692775615510203,0.19973299694672297
"SJR, Total Docs(3 Years), Total Refs, Citable Docs(3 Years)",0.48230982210240714,0.6067843882386093
"SJR, Total Docs(3 Years), Total Refs, Citable Docs(3 Years), Ref/Doc",0.4779066096491587,0.6040648267328045
"SJR, Total Docs(3 Years), Total Refs, Citable Docs(3 Years), Cites/Doc(2 Years)",0.11095472904976862,0.2101336389955862
"SJR, Total Docs(3 Years), Total Refs, Citable Docs(3 Years), Cites/Doc(2 Years), Ref/Doc",0.10101236282999426,0.19972946519939397
"SJR, Total Docs(3 Years), Total Refs, Total Cites(3 Years)",0.5691541831124407,0.6496115789530995
"SJR, Total Docs(3 Years), Total Refs, Total Cites(3 Years), Ref/Doc",0.5690634535996104,0.6495082033167014
"SJR, Total Docs(3 Years), Total Refs, Total Cites(3 Years), Cites/Doc(2 Years)",0.10675951730802759,0.2109921295775605
"SJR, Total Docs(3 Years), Total Refs, Total Cites(3 Years), Cites/Doc(2 Years), Ref/Doc",0.09685486397640658,0.19963734350133047
"SJR, Total Docs(3 Years), Total Refs, Total Cites(3 Years), Citable Docs(3 Years)",0.5738497671897288,0.6467215319551186
"SJR, Total Docs(3 Years), Total Refs, Total Cites(3 Years), Citable Docs(3 Years), Ref/Doc",0.571889091279524,0.6435561636455454
"SJR, Total Docs(3 Years), Total Refs, Total Cites(3 Years), Citable Docs(3 Years), Cites/Doc(2 Years)",0.11117418240131798,0.21167445733474222
"SJR, Total Docs(3 Years), Total Refs, Total Cites(3 Years), Citable Docs(3 Years), Cites/Doc(2 Years), Ref/Doc",0.10098203360530886,0.20072643915117855
"SJR, Total Docs(2017)",0.4829765833429233,0.6097234869719876
"SJR, Total Docs(2017), Ref/Doc",0.4795899518034966,0.6077324065799412
"SJR, Total Docs(2017), Cites/Doc(2 Years)",0.10786287307132472,0.21065984863880044
"SJR, Total Docs(2017), Cites/Doc(2 Years), Ref/Doc",0.09811037819606269,0.19928548505095856
"SJR, Total Docs(2017), Citable Docs(3 Years)",0.49122303381319504,0.6117095590623018
"SJR, Total Docs(2017), Citable Docs(3 Years), Ref/Doc",0.48768811812754415,0.6095428813073727
"SJR, Total Docs(2017), Citable Docs(3 Years), Cites/Doc(2 Years)",0.10878818382305844,0.21105279112799122
"SJR, Total Docs(2017), Citable Docs(3 Years), Cites/Doc(2 Years), Ref/Doc",0.09857299387151275,0.19958075585723664
"SJR, Total Docs(2017), Total Cites(3 Years)",0.416944037613672,0.5752699849639724
"SJR, Total Docs(2017), Total Cites(3 Years), Ref/Doc",0.41456840154229685,0.573620352633803
"SJR, Total Docs(2017), Total Cites(3 Years), Cites/Doc(2 Years)",0.10756328100896018,0.2102287790497413
"SJR, Total Docs(2017), Total Cites(3 Years), Cites/Doc(2 Years), Ref/Doc",0.098059470099692,0.19922237923691624
"SJR, Total Docs(2017), Total Cites(3 Years), Citable Docs(3 Years)",0.5556338486009592,0.6385339630318663
"SJR, Total Docs(2017), Total Cites(3 Years), Citable Docs(3 Years), Ref/Doc",0.5570658362588841,0.6371567692182658
"SJR, Total Docs(2017), Total Cites(3 Years), Citable Docs(3 Years), Cites/Doc(2 Years)",0.10858026695495783,0.21066559470970364
"SJR, Total Docs(2017), Total Cites(3 Years), Citable Docs(3 Years), Cites/Doc(2 Years), Ref/Doc",0.09804819841225415,0.19857452464502554
"SJR, Total Docs(2017), Total Refs",0.511177731047181,0.6147003335305512
"SJR, Total Docs(2017), Total Refs, Ref/Doc",0.5112708390778997,0.6101049564495387
"SJR, Total Docs(2017), Total Refs, Cites/Doc(2 Years)",0.11015864613144245,0.2130762979872063
"SJR, Total Docs(2017), Total Refs, Cites/Doc(2 Years), Ref/Doc",0.09769209033905044,0.19886586743367615
"SJR, Total Docs(2017), Total Refs, Citable Docs(3 Years)",0.5152588386936574,0.615691350897566
"SJR, Total Docs(2017), Total Refs, Citable Docs(3 Years), Ref/Doc",0.5157055811988864,0.6111990030475242
"SJR, Total Docs(2017), Total Refs, Citable Docs(3 Years), Cites/Doc(2 Years)",0.11064227061778222,0.21310633103911517
"SJR, Total Docs(2017), Total Refs, Citable Docs(3 Years), Cites/Doc(2 Years), Ref/Doc",0.09807717910044807,0.19915169743742905
"SJR, Total Docs(2017), Total Refs, Total Cites(3 Years)",0.41229143526358963,0.5700223744968743
"SJR, Total Docs(2017), Total Refs, Total Cites(3 Years), Ref/Doc",0.403869130189259,0.5637942050001629
"SJR, Total Docs(2017), Total Refs, Total Cites(3 Years), Cites/Doc(2 Years)",0.10929993476308922,0.21236665446875858
"SJR, Total Docs(2017), Total Refs, Total Cites(3 Years), Cites/Doc(2 Years), Ref/Doc",0.09769016029975414,0.1988631050616613
"SJR, Total Docs(2017), Total Refs, Total Cites(3 Years), Citable Docs(3 Years)",0.5524403149839001,0.6367847454890917
"SJR, Total Docs(2017), Total Refs, Total Cites(3 Years), Citable Docs(3 Years), Ref/Doc",0.5435241661611191,0.6291267711943223
"SJR, Total Docs(2017), Total Refs, Total Cites(3 Years), Citable Docs(3 Years), Cites/Doc(2 Years)",0.10902809668962292,0.21124470726866199
"SJR, Total Docs(2017), Total Refs, Total Cites(3 Years), Citable Docs(3 Years), Cites/Doc(2 Years), Ref/Doc",0.09769954078853801,0.19814933287169922
"SJR, Total Docs(2017), Total Docs(3 Years)",0.48570944950623274,0.6106462205584499
"SJR, Total Docs(2017), Total Docs(3 Years), Ref/Doc",0.4823327028270281,0.6086116749949486
"SJR, Total Docs(2017), Total Docs(3 Years), Cites/Doc(2 Years)",0.1080724263400165,0.21064854990944315
"SJR, Total Docs(2017), Total Docs(3 Years), Cites/Doc(2 Years), Ref/Doc",0.09815106450884542,0.19928634392054362
"SJR, Total Docs(2017), Total Docs(3 Years), Citable Docs(3 Years)",0.5207985430658035,0.6042969901935349
"SJR, Total Docs(2017), Total Docs(3 Years), Citable Docs(3 Years), Ref/Doc",0.511170679370745,0.597183490283384
"SJR, Total Docs(2017), Total Docs(3 Years), Citable Docs(3 Years), Cites/Doc(2 Years)",0.11396664245609134,0.2150837055112955
"SJR, Total Docs(2017), Total Docs(3 Years), Citable Docs(3 Years), Cites/Doc(2 Years), Ref/Doc",0.10379569252501043,0.20301746795961007
"SJR, Total Docs(2017), Total Docs(3 Years), Total Cites(3 Years)",0.5238707959172321,0.626412658179769
"SJR, Total Docs(2017), Total Docs(3 Years), Total Cites(3 Years), Ref/Doc",0.5236574493662051,0.6249752774186517
"SJR, Total Docs(2017), Total Docs(3 Years), Total Cites(3 Years), Cites/Doc(2 Years)",0.10768126865300622,0.20926760559048982
"SJR, Total Docs(2017), Total Docs(3 Years), Total Cites(3 Years), Cites/Doc(2 Years), Ref/Doc",0.09800008887408775,0.19897261605194522
"SJR, Total Docs(2017), Total Docs(3 Years), Total Cites(3 Years), Citable Docs(3 Years)",0.5208789620714507,0.6156487989087595
"SJR, Total Docs(2017), Total Docs(3 Years), Total Cites(3 Years), Citable Docs(3 Years), Ref/Doc",0.5234322107954819,0.6116943082961943
"SJR, Total Docs(2017), Total Docs(3 Years), Total Cites(3 Years), Citable Docs(3 Years), Cites/Doc(2 Years)",0.11272490178974345,0.2161079559823254
"SJR, Total Docs(2017), Total Docs(3 Years), Total Cites(3 Years), Citable Docs(3 Years), Cites/Doc(2 Years), Ref/Doc",0.10260126875047193,0.2026564656450568
"SJR, Total Docs(2017), Total Docs(3 Years), Total Refs",0.511960395848142,0.6150157699453433
"SJR, Total Docs(2017), Total Docs(3 Years), Total Refs, Ref/Doc",0.5119649344206668,0.6103856589435745
"SJR, Total Docs(2017), Total Docs(3 Years), Total Refs, Cites/Doc(2 Years)",0.10999432787887792,0.21309711315350666
"SJR, Total Docs(2017), Total Docs(3 Years), Total Refs, Cites/Doc(2 Years), Ref/Doc",0.09775180696535579,0.1988481186588251
"SJR, Total Docs(2017), Total Docs(3 Years), Total Refs, Citable Docs(3 Years)",0.534083366608611,0.606738342263975
"SJR, Total Docs(2017), Total Docs(3 Years), Total Refs, Citable Docs(3 Years), Ref/Doc",0.5395446969353304,0.5992540756260021
"SJR, Total Docs(2017), Total Docs(3 Years), Total Refs, Citable Docs(3 Years), Cites/Doc(2 Years)",0.11603702042980311,0.21544027937925753
"SJR, Total Docs(2017), Total Docs(3 Years), Total Refs, Citable Docs(3 Years), Cites/Doc(2 Years), Ref/Doc",0.10278476096563412,0.20204217210780154
"SJR, Total Docs(2017), Total Docs(3 Years), Total Refs, Total Cites(3 Years)",0.5120460017852908,0.6196096290328058
"SJR, Total Docs(2017), Total Docs(3 Years), Total Refs, Total Cites(3 Years), Ref/Doc",0.5035582585520169,0.612254037664664
"SJR, Total Docs(2017), Total Docs(3 Years), Total Refs, Total Cites(3 Years), Cites/Doc(2 Years)",0.10914066754636083,0.21189034364933187
"SJR, Total Docs(2017), Total Docs(3 Years), Total Refs, Total Cites(3 Years), Cites/Doc(2 Years), Ref/Doc",0.09759861998091902,0.1984971387534689
"SJR, Total Docs(2017), Total Docs(3 Years), Total Refs, Total Cites(3 Years), Citable Docs(3 Years)",0.5332435879896705,0.6221334958584697
"SJR, Total Docs(2017), Total Docs(3 Years), Total Refs, Total Cites(3 Years), Citable Docs(3 Years), Ref/Doc",0.5203026228054031,0.6103642115490145
"SJR, Total Docs(2017), Total Docs(3 Years), Total Refs, Total Cites(3 Years), Citable Docs(3 Years), Cites/Doc(2 Years)",0.11329498581263918,0.2157257210245916
"SJR, Total Docs(2017), Total Docs(3 Years), Total Refs, Total Cites(3 Years), Citable Docs(3 Years), Cites/Doc(2 Years), Ref/Doc",0.10191705939774681,0.20228061988351906
"SJR, H-Index",0.34330581347943545,0.5105697967286692
"SJR, H-Index, Ref/Doc",0.34253921188563474,0.5095347731226979
"SJR, H-Index, Cites/Doc(2 Years)",0.11023917226453102,0.21156100999110614
"SJR, H-Index, Cites/Doc(2 Years), Ref/Doc",0.09850685370516488,0.20136734039021065
"SJR, H-Index, Citable Docs(3 Years)",0.34354282749526716,0.510854177637228
"SJR, H-Index, Citable Docs(3 Years), Ref/Doc",0.34273159597996056,0.5098041957607986
"SJR, H-Index, Citable Docs(3 Years), Cites/Doc(2 Years)",0.10460690987351871,0.20784325577873317
"SJR, H-Index, Citable Docs(3 Years), Cites/Doc(2 Years), Ref/Doc",0.09594325452895046,0.2010203797844434
"SJR, H-Index, Total Cites(3 Years)",0.3619743338377245,0.5332156200184677
"SJR, H-Index, Total Cites(3 Years), Ref/Doc",0.3594804205004547,0.5308184629295977
"SJR, H-Index, Total Cites(3 Years), Cites/Doc(2 Years)",0.1040991585841101,0.2055615941363795
"SJR, H-Index, Total Cites(3 Years), Cites/Doc(2 Years), Ref/Doc",0.09490419091988975,0.20044229692828394
"SJR, H-Index, Total Cites(3 Years), Citable Docs(3 Years)",0.5642898199122213,0.6387323398513755
"SJR, H-Index, Total Cites(3 Years), Citable Docs(3 Years), Ref/Doc",0.5659126485246673,0.6377499199980106
"SJR, H-Index, Total Cites(3 Years), Citable Docs(3 Years), Cites/Doc(2 Years)",0.103964756165666,0.20553362705316305
"SJR, H-Index, Total Cites(3 Years), Citable Docs(3 Years), Cites/Doc(2 Years), Ref/Doc",0.09471566459537839,0.19997117307814324
"SJR, H-Index, Total Refs",0.33617550718029704,0.5066635401254339
"SJR, H-Index, Total Refs, Ref/Doc",0.3363377249391954,0.506878337506062
"SJR, H-Index, Total Refs, Cites/Doc(2 Years)",0.10767309307261033,0.20923326652139976
"SJR, H-Index, Total Refs, Cites/Doc(2 Years), Ref/Doc",0.09609939635712685,0.19932220878673376
"SJR, H-Index, Total Refs, Citable Docs(3 Years)",0.32568810000875137,0.4866711607808595
"SJR, H-Index, Total Refs, Citable Docs(3 Years), Ref/Doc",0.32653657188663837,0.48851785866447783
"SJR, H-Index, Total Refs, Citable Docs(3 Years), Cites/Doc(2 Years)",0.10461942870687278,0.20783642736761093
"SJR, H-Index, Total Refs, Citable Docs(3 Years), Cites/Doc(2 Years), Ref/Doc",0.09571492535893712,0.19952024868594903
"SJR, H-Index, Total Refs, Total Cites(3 Years)",0.3825573967702015,0.5492882147051017
"SJR, H-Index, Total Refs, Total Cites(3 Years), Ref/Doc",0.3796010823572615,0.5464109876255366
"SJR, H-Index, Total Refs, Total Cites(3 Years), Cites/Doc(2 Years)",0.10410851317286614,0.20555556168356834
"SJR, H-Index, Total Refs, Total Cites(3 Years), Cites/Doc(2 Years), Ref/Doc",0.09494637648245702,0.19931786797696557
"SJR, H-Index, Total Refs, Total Cites(3 Years), Citable Docs(3 Years)",0.5919649977879724,0.6431530783178935
"SJR, H-Index, Total Refs, Total Cites(3 Years), Citable Docs(3 Years), Ref/Doc",0.5918890425984875,0.6432585944933117
"SJR, H-Index, Total Refs, Total Cites(3 Years), Citable Docs(3 Years), Cites/Doc(2 Years)",0.10398260433163849,0.20553498242490648
"SJR, H-Index, Total Refs, Total Cites(3 Years), Citable Docs(3 Years), Cites/Doc(2 Years), Ref/Doc",0.09515212619676454,0.1995546179824549
"SJR, H-Index, Total Docs(3 Years)",0.34456011094894934,0.5114478329464153
"SJR, H-Index, Total Docs(3 Years), Ref/Doc",0.3436060219446279,0.5102724559307559
"SJR, H-Index, Total Docs(3 Years), Cites/Doc(2 Years)",0.10454329495557214,0.20750913471354634
"SJR, H-Index, Total Docs(3 Years), Cites/Doc(2 Years), Ref/Doc",0.09622084947024755,0.20117291757306197
"SJR, H-Index, Total Docs(3 Years), Citable Docs(3 Years)",0.36587806975341075,0.5118737226898277
"SJR, H-Index, Total Docs(3 Years), Citable Docs(3 Years), Ref/Doc",0.36221987876534373,0.5065613195620859
"SJR, H-Index, Total Docs(3 Years), Citable Docs(3 Years), Cites/Doc(2 Years)",0.10898487264598776,0.2074418466337333
"SJR, H-Index, Total Docs(3 Years), Citable Docs(3 Years), Cites/Doc(2 Years), Ref/Doc",0.10062175635296,0.20116103476012953
"SJR, H-Index, Total Docs(3 Years), Total Cites(3 Years)",0.5220818998190693,0.6190857518477176
"SJR, H-Index, Total Docs(3 Years), Total Cites(3 Years), Ref/Doc",0.5224214767074636,0.6181937702804655
"SJR, H-Index, Total Docs(3 Years), Total Cites(3 Years), Cites/Doc(2 Years)",0.10338906803026965,0.20538829576048587
"SJR, H-Index, Total Docs(3 Years), Total Cites(3 Years), Cites/Doc(2 Years), Ref/Doc",0.09501749566808514,0.20007978298126192
"SJR, H-Index, Total Docs(3 Years), Total Cites(3 Years), Citable Docs(3 Years)",0.5305728429524152,0.6247738922621048
"SJR, H-Index, Total Docs(3 Years), Total Cites(3 Years), Citable Docs(3 Years), Ref/Doc",0.5333270457168898,0.6218966684681924
"SJR, H-Index, Total Docs(3 Years), Total Cites(3 Years), Citable Docs(3 Years), Cites/Doc(2 Years)",0.1067573770353392,0.2057627055352149
"SJR, H-Index, Total Docs(3 Years), Total Cites(3 Years), Citable Docs(3 Years), Cites/Doc(2 Years), Ref/Doc",0.09833558139558227,0.19848581603042714
"SJR, H-Index, Total Docs(3 Years), Total Refs",0.3260388142283125,0.49142436044507787
"SJR, H-Index, Total Docs(3 Years), Total Refs, Ref/Doc",0.3267529665080186,0.492927023815535
"SJR, H-Index, Total Docs(3 Years), Total Refs, Cites/Doc(2 Years)",0.1044899976699097,0.2075615824444588
"SJR, H-Index, Total Docs(3 Years), Total Refs, Cites/Doc(2 Years), Ref/Doc",0.0957725981866215,0.19981654209478436
"SJR, H-Index, Total Docs(3 Years), Total Refs, Citable Docs(3 Years)",0.3393907872424371,0.4848605799906047
"SJR, H-Index, Total Docs(3 Years), Total Refs, Citable Docs(3 Years), Ref/Doc",0.33917817572126363,0.48359794238311815
"SJR, H-Index, Total Docs(3 Years), Total Refs, Citable Docs(3 Years), Cites/Doc(2 Years)",0.1090178103803118,0.20739820283380336
"SJR, H-Index, Total Docs(3 Years), Total Refs, Citable Docs(3 Years), Cites/Doc(2 Years), Ref/Doc",0.10001335930823337,0.199983879395075
"SJR, H-Index, Total Docs(3 Years), Total Refs, Total Cites(3 Years)",0.5368371756089585,0.6206754944992842
"SJR, H-Index, Total Docs(3 Years), Total Refs, Total Cites(3 Years), Ref/Doc",0.5369143387021258,0.620937253922886
"SJR, H-Index, Total Docs(3 Years), Total Refs, Total Cites(3 Years), Cites/Doc(2 Years)",0.10311936916372534,0.20527794099005367
"SJR, H-Index, Total Docs(3 Years), Total Refs, Total Cites(3 Years), Cites/Doc(2 Years), Ref/Doc",0.09495856746398107,0.1993291311110154
"SJR, H-Index, Total Docs(3 Years), Total Refs, Total Cites(3 Years), Citable Docs(3 Years)",0.5552750685279344,0.6292829577494602
"SJR, H-Index, Total Docs(3 Years), Total Refs, Total Cites(3 Years), Citable Docs(3 Years), Ref/Doc",0.5554652118854461,0.6276764573870015
"SJR, H-Index, Total Docs(3 Years), Total Refs, Total Cites(3 Years), Citable Docs(3 Years), Cites/Doc(2 Years)",0.10705610714702293,0.20634567438830412
"SJR, H-Index, Total Docs(3 Years), Total Refs, Total Cites(3 Years), Citable Docs(3 Years), Cites/Doc(2 Years), Ref/Doc",0.0987180865091106,0.19884332553784012
"SJR, H-Index, Total Docs(2017)",0.3473358092776205,0.5149105909028866
"SJR, H-Index, Total Docs(2017), Ref/Doc",0.34541642317370724,0.5126216589989396
"SJR, H-Index, Total Docs(2017), Cites/Doc(2 Years)",0.10663982580898702,0.20799747145308728
"SJR, H-Index, Total Docs(2017), Cites/Doc(2 Years), Ref/Doc",0.09757924739940592,0.19980174981995405
"SJR, H-Index, Total Docs(2017), Citable Docs(3 Years)",0.347167520298694,0.49776421532274184
"SJR, H-Index, Total Docs(2017), Citable Docs(3 Years), Ref/Doc",0.3461156352151752,0.49520863316046965
"SJR, H-Index, Total Docs(2017), Citable Docs(3 Years), Cites/Doc(2 Years)",0.106951572353669,0.20817274425426982
"SJR, H-Index, Total Docs(2017), Citable Docs(3 Years), Cites/Doc(2 Years), Ref/Doc",0.0973413996167913,0.1999213709012811
"SJR, H-Index, Total Docs(2017), Total Cites(3 Years)",0.37725385488506624,0.5458660369047197
"SJR, H-Index, Total Docs(2017), Total Cites(3 Years), Ref/Doc",0.3751448288266499,0.5440633428771168
"SJR, H-Index, Total Docs(2017), Total Cites(3 Years), Cites/Doc(2 Years)",0.10437519761431063,0.2048443303164314
"SJR, H-Index, Total Docs(2017), Total Cites(3 Years), Cites/Doc(2 Years), Ref/Doc",0.09572629989945967,0.19837554461358595
"SJR, H-Index, Total Docs(2017), Total Cites(3 Years), Citable Docs(3 Years)",0.5192454427129162,0.6085709327924741
"SJR, H-Index, Total Docs(2017), Total Cites(3 Years), Citable Docs(3 Years), Ref/Doc",0.5217418195628276,0.6070341447119298
"SJR, H-Index, Total Docs(2017), Total Cites(3 Years), Citable Docs(3 Years), Cites/Doc(2 Years)",0.10545972081817309,0.2047424283224885
"SJR, H-Index, Total Docs(2017), Total Cites(3 Years), Citable Docs(3 Years), Cites/Doc(2 Years), Ref/Doc",0.0957426699479052,0.19764783759776
"SJR, H-Index, Total Docs(2017), Total Refs",0.3577337615941499,0.519674422203192
"SJR, H-Index, Total Docs(2017), Total Refs, Ref/Doc",0.35914228133260917,0.5170322332840338
"SJR, H-Index, Total Docs(2017), Total Refs, Cites/Doc(2 Years)",0.11005792878660421,0.21068702257169128
"SJR, H-Index, Total Docs(2017), Total Refs, Cites/Doc(2 Years), Ref/Doc",0.09735644089832429,0.19960993934805785
"SJR, H-Index, Total Docs(2017), Total Refs, Citable Docs(3 Years)",0.3445255232151549,0.4965220196959441
"SJR, H-Index, Total Docs(2017), Total Refs, Citable Docs(3 Years), Ref/Doc",0.34660939165496524,0.4953828141704908
"SJR, H-Index, Total Docs(2017), Total Refs, Citable Docs(3 Years), Cites/Doc(2 Years)",0.10950410810717713,0.2106537313219182
"SJR, H-Index, Total Docs(2017), Total Refs, Citable Docs(3 Years), Cites/Doc(2 Years), Ref/Doc",0.09722935460910742,0.19977731699517154
"SJR, H-Index, Total Docs(2017), Total Refs, Total Cites(3 Years)",0.3819376917449262,0.5480078714402686
"SJR, H-Index, Total Docs(2017), Total Refs, Total Cites(3 Years), Ref/Doc",0.37752322809273925,0.5436287560655259
"SJR, H-Index, Total Docs(2017), Total Refs, Total Cites(3 Years), Cites/Doc(2 Years)",0.10576457462588162,0.2064429671657251
"SJR, H-Index, Total Docs(2017), Total Refs, Total Cites(3 Years), Cites/Doc(2 Years), Ref/Doc",0.09577266707640944,0.19842917998175733
"SJR, H-Index, Total Docs(2017), Total Refs, Total Cites(3 Years), Citable Docs(3 Years)",0.5248184304317239,0.6111120028799212
"SJR, H-Index, Total Docs(2017), Total Refs, Total Cites(3 Years), Citable Docs(3 Years), Ref/Doc",0.519224690912675,0.6057087450924098
"SJR, H-Index, Total Docs(2017), Total Refs, Total Cites(3 Years), Citable Docs(3 Years), Cites/Doc(2 Years)",0.10548160293692435,0.204998150668867
"SJR, H-Index, Total Docs(2017), Total Refs, Total Cites(3 Years), Citable Docs(3 Years), Cites/Doc(2 Years), Ref/Doc",0.09570623259572365,0.1975940437991603
"SJR, H-Index, Total Docs(2017), Total Docs(3 Years)",0.34258425311450186,0.49980888500547144
"SJR, H-Index, Total Docs(2017), Total Docs(3 Years), Ref/Doc",0.3413428829510778,0.49741780093287136
